n,t
454,135719
503,139263
156,22346
36,1446
329,67759
669,210426
503,129314
1000,360647
258,45184
153,17526
697,253659
920,366128
24,768
254,47560
454,113511
756,266849
454,131610
88,8779
145,18244
258,42165
908,421886
429,104844
24,805
908,367035
411,118258
411,96466
444,112213
429,115808
685,262377
156,20263
228,43356
1000,494595
10,236
145,15314
908,427361
1000,483760
145,14258
1000,414038
444,122118
697,211965
444,125997
817,374051
421,84394
76,5827
429,115921
669,270205
10,227
454,136452
329,62498
254,43000
258,51134
421,115793
254,49085
769,327896
156,17458
669,211258
472,151476
444,98922
920,318747
88,7241
472,127948
76,6944
472,103173
908,368659
669,263171
10,227
88,8976
76,6329
920,457458
10,210
254,49704
823,335248
258,38389
697,242116
823,338093
76,5534
329,73640
421,122903
503,115542
228,38763
134,18092
57,3077
