n,t
483,66
424,65
916,78
272,43
497,55
946,78
269,54
174,34
314,57
590,78
148,32
372,51
424,63
249,51
158,27
486,57
272,53
930,112
171,29
744,84
269,51
1000,104
624,65
64,18
278,55
930,88
483,71
497,64
269,40
744,99
421,50
278,56
278,39
945,108
590,83
744,87
744,86
486,69
158,37
751,91
624,65
174,42
624,82
930,112
916,104
817,79
10,5
424,67
483,54
424,60
272,49
497,71
624,75
945,90
158,35
785,94
314,44
1000,85
817,91
785,72
57,20
483,58
1000,93
424,72
486,72
409,49
421,72
174,37
421,57
916,87
409,67
272,40
916,81
817,102
314,52
751,83
314,52
448,56
