n,t
387,291543
153,48850
249,110554
313,200495
249,125945
145,37123
51,5508
153,47584
10,201
127,25038
496,509748
502,543899
502,457728
10,216
617,735467
237,98100
145,31930
249,118971
462,395433
417,336530
1000,1813179
617,678016
354,195209
313,202798
354,216754
370,225404
60,6045
871,1304963
769,1069280
387,276056
354,222663
237,86596
51,4607
417,315035
313,146765
10,205
1000,1681205
1000,1441683
704,818471
385,317777
871,1197086
51,4172
237,114463
94,15919
769,1103197
417,357996
175,50737
502,481599
237,121037
587,678894
502,364937
145,44307
370,221334
587,675682
839,1123899
676,954227
313,174363
499,419618
499,504651
370,277338
51,4608
145,35566
175,51619
60,6879
153,35371
804,1166108
551,509695
704,1027685
496,459988
422,270523
839,1343009
172,53389
354,223889
617,814864
60,7307
60,6393
