n,t
575,172
513,131
671,173
447,111
220,90
111,61
1000,203
447,150
513,162
413,119
10,10
285,120
292,91
353,98
35,24
285,110
809,156
757,204
125,52
680,165
917,168
834,225
77,46
671,177
439,156
341,113
680,172
757,150
447,159
353,132
220,102
408,133
220,96
492,117
690,178
680,182
175,85
77,40
96,53
757,219
513,146
353,137
292,103
809,199
125,64
917,214
341,120
10,10
1000,249
1000,226
125,73
575,182
246,100
513,124
125,61
671,187
341,97
292,97
35,31
96,46
334,105
809,224
439,136
447,117
77,55
447,121
334,130
575,142
439,159
483,141
917,220
492,122
669,142
35,32
669,151
834,214
439,155
447,149
408,112
413,135
809,218
669,169
834,155
334,119
77,40
575,173
408,146
408,112
757,193
246,82
