n,t
350,76
1000,167
10,23
266,80
827,108
323,70
549,124
230,61
903,138
493,82
44,38
917,145
124,48
344,69
95,45
867,122
246,70
477,106
445,103
567,125
903,122
210,58
246,82
549,112
445,87
369,76
704,127
867,128
672,118
704,114
704,117
729,104
1000,125
675,116
418,100
95,41
397,104
729,123
903,147
10,23
477,106
704,101
729,130
549,122
266,77
124,61
675,98
115,46
373,77
477,106
323,75
210,70
413,100
729,120
44,35
549,110
369,78
373,79
230,77
246,64
567,127
323,83
675,122
12,26
867,120
230,57
369,103
115,46
266,80
344,101
567,108
675,103
917,122
445,102
1000,138
95,51
323,90
95,48
827,130
827,113
418,83
672,101
350,89
418,74
210,68
10,24
210,55
44,27
266,81
44,32
