n,t
549,96604
182,14138
149,10246
323,40652
556,104875
805,248689
182,18127
419,58520
96,4918
805,202126
498,102158
423,67489
115,6955
1000,322989
113,7999
182,13288
419,69030
10,101
919,254403
193,17412
96,6284
96,6593
102,6140
505,108668
332,43890
179,17028
940,262817
940,296122
505,76084
174,15811
509,105917
480,97815
1000,258730
868,235669
98,6724
10,98
556,98379
113,6084
449,62349
102,5256
509,92640
193,16291
174,18103
480,90180
498,103020
480,79822
148,9944
498,101251
148,11807
332,43238
423,82703
423,74639
332,47895
76,4331
556,120221
149,13338
509,84110
549,96139
591,114836
77,3576
98,6333
115,8423
836,201276
449,68025
449,87522
449,66443
1000,290617
193,15952
98,6302
423,63774
193,21208
556,97620
836,228653
919,244334
76,4078
940,317191
1000,308621
102,6670
