n,t
434,130531
376,106421
443,186906
506,242374
541,190889
787,450252
425,164294
10,120
532,258789
10,143
376,121902
141,17262
437,185768
141,15479
420,117564
437,143683
607,347382
427,127799
462,162253
376,134028
434,177709
865,518015
376,117222
599,245684
427,174948
356,116010
337,95448
308,76763
599,288903
141,19329
102,8996
427,149144
68,4260
607,304533
532,210718
434,157169
102,9087
532,226877
68,4970
817,514694
308,88217
458,147901
462,186612
1000,621873
646,353744
817,572017
462,175234
427,139361
646,280644
472,149839
376,106317
337,95427
462,199732
472,156537
1000,719640
752,424412
356,107829
541,220665
865,572007
308,91616
318,101176
865,514816
356,95471
376,123149
865,510827
68,4067
10,154
787,443614
607,324246
752,378725
102,8922
