n,t
378,159476
26,1129
251,74975
364,189463
202,47802
311,144972
419,250047
223,58911
364,148784
311,110477
1000,1133839
340,143800
893,854237
354,175141
622,402543
354,164445
40,2809
251,80816
251,74400
631,451916
10,232
622,373246
421,203193
1000,868550
221,69168
891,869080
640,485634
893,940630
747,490075
622,401245
354,185645
264,94558
893,977932
891,821947
223,55818
891,954707
431,227675
943,984365
364,154184
431,250096
912,931935
380,191973
221,55492
631,530864
354,161269
640,388505
447,216663
44,3556
340,160712
311,112066
264,93249
223,71465
340,142255
640,523222
622,385193
264,88832
1000,885615
837,825448
447,256282
631,457601
864,848758
172,38288
23,1090
747,580553
44,3943
10,253
747,644543
