n,t
604,148
704,237
332,69
149,32
681,174
82,10
572,140
149,29
58,3
604,197
332,72
463,106
357,80
90,11
308,66
572,131
456,114
237,58
127,26
149,31
268,68
58,5
765,182
127,19
269,68
90,14
131,22
117,23
1000,310
456,128
90,14
529,131
604,168
269,52
473,131
127,20
473,147
572,183
90,11
463,123
269,55
473,114
425,110
529,123
635,146
332,71
604,143
131,20
131,19
425,101
107,17
473,138
463,121
316,76
713,167
127,22
10,1
268,58
456,107
131,23
704,184
58,5
357,93
10,1
425,112
10,1
107,20
713,219
268,54
82,12
523,148
107,15
58,4
107,17
713,231
357,79
332,75
71,8
621,144
713,210
357,91
71,9
