n,t
358,77016
653,254476
328,56627
106,9073
11,226
328,78310
11,309
459,134647
820,300186
503,149893
271,55820
277,54450
378,95154
429,125307
23,867
893,348133
271,60888
565,188804
271,58212
948,448360
948,434514
429,98666
226,36009
10,196
378,88025
394,82841
1000,460427
23,760
226,43703
565,188407
345,79849
459,141919
362,86285
394,112602
106,11152
778,271161
429,118188
106,12350
213,27519
459,142225
117,14120
503,150999
1000,388434
858,286161
79,6061
11,262
820,273855
369,72397
565,155335
820,284167
503,152134
328,80364
271,51893
565,196672
478,113802
369,75057
345,80725
528,137461
213,39864
656,193369
369,92332
213,33135
778,289740
378,77953
459,101863
948,453204
273,51821
369,78583
213,35145
858,384001
11,305
