n,t
1000,770544
399,160404
174,28487
20,546
731,379941
1000,684364
256,67533
296,77792
789,429475
927,669287
498,197264
127,18692
10,118
717,463011
47,2686
243,65409
218,37167
713,368195
47,2317
608,263723
185,34097
731,478880
293,79311
498,173424
10,137
713,357518
927,558540
218,40910
216,49281
10,152
47,2317
472,185015
498,240388
127,15100
378,139724
10,118
1000,906114
713,455299
30,1152
20,557
927,656853
127,13638
527,253928
927,664051
672,387953
307,93582
185,27635
731,369145
174,26923
378,124271
30,1019
527,238216
296,69016
307,77482
246,59482
399,140488
256,65161
244,50389
472,203538
399,115715
307,74492
378,108977
527,214368
20,464
244,57799
216,43391
717,350056
20,531
553,262725
30,912
527,196738
127,18047
628,310856
608,346841
224,44341
498,180180
789,575057
399,160636
