n,t
433,105253
366,75981
464,102746
926,317611
244,31086
384,64774
10,212
464,92922
460,103253
375,76346
742,251317
426,81939
342,51321
433,103369
378,56980
40,1567
926,277585
460,93890
766,241017
612,128400
390,81344
375,72800
384,69586
193,22285
390,67452
366,55855
453,82920
433,92288
375,67347
598,136679
390,87547
852,247730
598,154839
142,16734
55,2585
113,8663
742,192387
244,41091
926,268231
766,187513
142,16133
487,110890
384,70217
426,94704
612,171818
378,73551
193,27723
120,11000
742,220103
453,113247
55,3123
1000,374170
390,77428
433,98681
766,262014
120,9536
696,199023
852,226687
378,58816
742,245597
598,154167
928,322521
120,11877
928,331752
922,330693
342,59335
113,7828
460,94274
113,8811
598,161912
155,17447
142,15893
