n,t
565,641591
229,124901
147,62097
58,11274
628,1030052
346,332938
577,865483
10,313
763,1425303
314,271786
386,382209
763,1072998
98,25005
246,153143
89,23405
386,283079
74,14263
121,42488
10,408
350,265236
350,257103
89,21569
251,144710
1000,1977477
543,705922
391,354162
314,220158
246,141402
251,159900
586,895285
577,794873
189,102528
251,162369
1000,2340563
10,331
564,580198
391,346310
232,154689
385,345527
346,322830
763,1198428
10,312
577,758370
350,279085
121,38362
733,1117217
251,123161
628,702586
586,675136
385,331366
733,1284491
845,1731112
565,666625
98,23493
246,129112
565,585601
321,291239
74,12790
845,1707156
733,996578
628,765239
147,50157
305,219420
74,12615
147,56221
350,257623
232,110056
1000,2437394
314,277013
577,613489
1000,2307429
246,175354
565,570120
346,327250
448,370328
821,1300215
346,264325
305,257750
147,61424
232,116101
314,224025
628,709637
74,13003
385,310671
89,21677
