n,t
168,3915
313,8973
280,7885
1000,60659
399,13065
215,6672
250,6431
438,16299
508,20552
298,9843
850,44473
184,3999
623,32243
508,20961
56,671
298,8488
184,3892
146,2762
10,46
798,43477
215,5566
798,44977
712,34414
168,4209
441,17243
242,7863
936,52407
441,13578
531,25136
118,2218
146,3168
1000,47035
298,10042
936,42364
280,9327
474,18567
908,57755
438,16510
168,3349
118,2107
118,2201
135,3197
634,34553
217,6310
140,2583
623,25826
140,3235
399,13714
168,3205
280,8057
798,43314
399,13896
936,45915
329,8990
441,15256
531,24733
313,11222
539,26646
135,2551
33,349
135,2216
623,25549
712,34771
1000,49670
33,314
908,58894
798,42913
242,6257
936,48154
313,9310
215,4842
1000,68721
184,3928
850,47041
508,24432
215,5015
184,3719
140,2774
