n,t
255,44027
694,305963
716,322157
762,287350
44,1526
861,456886
299,65907
716,279035
299,60572
343,84494
177,19400
475,119612
496,126420
496,173783
177,20084
44,1319
227,33524
933,435667
829,321048
255,45137
237,34607
44,1476
266,54296
161,20686
255,38771
137,11566
829,389317
412,111251
10,88
244,39414
475,115644
762,311695
177,25050
299,47339
536,136430
925,546150
925,536740
1000,558518
153,16653
487,127491
237,35513
475,109008
299,46870
299,65249
861,438861
299,59823
161,17000
536,157113
237,32754
343,64151
475,136375
861,462093
343,58889
412,122094
407,97414
153,14721
227,29384
279,51634
237,30685
266,40194
161,18407
137,12356
896,453280
223,35803
861,379894
299,66615
299,63293
177,24019
883,394887
896,436604
