n,t
633,118536
597,108006
13,268
233,31864
13,235
10,170
886,209220
275,29204
335,51662
701,183165
886,212113
289,31865
597,118719
289,41442
477,84193
851,200334
335,54681
676,163149
475,98191
597,115835
378,68162
10,152
607,108375
386,62369
477,87568
378,62992
233,31575
622,143977
10,168
639,167329
482,76499
104,7894
716,190567
633,127148
341,50354
851,191250
676,156043
38,1517
597,141037
475,99077
622,122138
104,7629
1000,267571
607,152041
716,187341
289,46540
639,134858
66,3846
633,163495
438,84487
335,56144
701,145022
474,69897
327,38463
261,30370
275,42880
475,91752
607,114121
701,158297
607,139606
851,211331
275,39160
639,129378
639,123938
676,151498
289,39425
38,1707
676,163906
386,67750
13,251
474,98087
886,272949
500,80104
275,31611
386,69820
27,905
386,56116
500,78935
233,30593
104,7442
233,27218
