n,t
225,46252
131,20977
646,289217
900,539359
10,244
631,258858
265,69558
24,1105
395,157586
185,39631
678,421315
84,9967
291,91050
780,487005
141,21296
493,237926
874,553894
900,515468
497,217016
631,375077
25,1067
395,124877
265,57205
778,415195
915,529179
778,415341
780,435760
678,326177
185,34487
780,417100
372,130204
485,209911
915,522459
778,498442
678,394955
780,520365
485,236723
275,81254
261,65998
141,28001
485,237803
84,10396
141,27470
275,76008
14,392
260,69134
915,667120
493,219907
84,10751
900,578470
14,377
453,169343
874,486174
131,23895
685,345401
915,679645
372,147036
84,10744
25,1333
485,189022
778,416883
1000,648848
261,65332
141,20972
84,11235
678,372089
275,66471
275,78529
265,64672
900,686247
25,1303
84,9214
924,670135
1000,687906
493,218625
646,339470
24,1061
372,115540
631,274891
493,204640
453,159308
372,125200
