n,t
740,87190
374,23213
510,39471
113,4072
1000,133144
1000,105704
342,23323
78,2305
740,75354
914,90032
106,3901
106,4028
936,118576
485,37539
342,22230
10,87
936,121892
485,40292
591,52336
695,68576
914,95866
450,33932
453,39597
695,81577
510,35509
461,41954
914,88820
815,83766
461,35318
323,18808
48,1157
342,21400
106,3395
591,44039
888,85623
450,31368
450,37406
84,2009
253,12929
618,63924
842,108023
332,17348
618,61990
261,14165
510,35723
740,69768
381,26596
914,102599
591,42723
237,12680
888,103015
485,31332
453,36341
453,40675
1000,123609
261,12972
261,14191
936,104954
113,3356
342,19376
618,49352
450,31057
382,25852
455,28148
815,86661
78,2448
237,13459
253,11815
485,42115
381,28669
84,2152
888,119334
1000,97761
381,23146
253,12232
842,110597
106,3798
237,12151
48,865
381,25912
426,31031
