n,t
927,36749
329,12451
578,22828
541,21375
435,16451
435,18787
137,2782
859,47331
335,12114
437,18412
432,14175
437,15873
924,35338
274,8445
137,3160
363,13667
83,1651
164,4534
383,15734
712,29024
432,15461
164,3743
638,27735
578,25387
216,6874
712,27406
216,7009
432,14000
83,1649
383,11305
147,3602
10,96
403,11425
541,17741
784,35434
164,3533
350,12913
435,18731
350,10366
784,28936
274,9917
216,5285
83,1446
10,107
927,40835
553,24846
327,10343
147,3511
373,13390
681,27015
329,11610
437,17080
924,44832
274,9966
59,1207
462,20124
274,6974
578,23718
681,25260
327,9208
147,3636
1000,47586
329,9162
927,44799
363,10094
541,20454
638,29600
400,12338
437,18077
10,106
147,3529
373,14979
432,17988
329,9789
638,30762
350,13270
335,11451
1000,47894
335,12599
83,1799
164,4671
216,4863
400,11822
350,11744
435,14703
