n,t
27,40
472,277
884,392
10,20
647,300
843,327
404,196
27,37
157,123
37,46
1000,413
222,170
648,319
142,119
27,33
472,254
226,146
421,218
878,465
311,218
648,354
778,374
778,435
647,274
648,373
1000,377
157,138
150,104
260,172
27,38
266,193
778,394
33,41
142,107
722,330
150,105
37,37
33,37
404,238
10,18
475,293
647,305
260,199
778,300
648,372
266,190
249,160
37,48
816,398
399,216
472,227
404,260
10,20
843,391
249,136
157,118
492,296
878,359
492,272
670,362
108,81
472,208
878,318
722,299
142,90
226,165
260,160
249,139
670,395
1000,351
226,177
404,267
226,170
936,445
470,299
249,188
