n,t
119,1443
315,6442
539,14040
750,27796
250,4898
430,13565
119,1714
119,1666
250,5792
750,21351
750,25806
259,4934
475,11540
149,2018
854,30459
12,64
259,5969
885,32952
149,2116
12,60
430,9964
315,7189
92,1296
638,18129
684,25077
81,1038
182,2945
31,202
945,29074
10,38
433,9384
539,16721
370,7784
539,14374
1000,41887
370,10232
877,32445
153,2041
750,22702
192,4033
126,1977
10,32
1000,42095
182,3337
885,29062
391,10283
370,7698
12,62
81,919
1000,36330
885,31407
10,42
885,32541
192,3710
391,11519
31,231
430,13194
921,37085
31,192
430,10976
153,2144
187,3245
81,1040
259,6400
119,1869
182,3784
684,21563
433,10427
10,48
551,14617
551,14944
192,2992
153,2115
315,8073
81,1076
123,1693
539,15000
1000,32666
