n,t
131,442
131,633
1000,6421
201,753
240,1266
519,3095
80,285
519,2356
82,350
413,1634
127,430
85,380
347,1865
722,4409
80,349
345,1429
657,3195
249,1031
413,2404
408,1740
676,3505
249,967
201,857
240,1158
119,392
638,3487
412,1894
612,3531
240,1033
127,518
756,3968
413,2384
722,3942
657,3774
1000,5383
85,315
519,2152
1000,5335
253,941
85,338
519,3138
612,3515
412,2107
722,4102
1000,6477
366,1729
756,4564
612,2715
88,341
893,4612
495,2124
10,19
80,279
201,779
657,2773
793,4517
657,2952
107,397
669,3997
345,1748
82,354
793,4530
669,3979
201,916
722,3157
366,2101
240,1001
17,51
347,1618
756,3942
