n,t
1000,277
326,94
697,161
673,222
59,27
144,65
162,61
10,3
932,201
182,59
458,123
158,57
458,118
162,56
251,79
442,148
144,66
278,88
615,156
882,239
295,120
144,56
32,12
783,231
530,188
326,129
932,208
370,130
672,180
208,78
326,104
251,92
442,155
18,7
260,78
697,157
278,93
530,134
347,112
370,110
124,49
672,211
158,49
124,56
615,191
615,152
370,98
86,42
530,127
144,46
158,52
674,161
1000,252
182,59
182,70
251,97
672,155
162,55
59,23
615,161
347,92
442,111
697,189
295,117
134,56
86,38
182,68
158,53
673,213
18,6
260,86
59,30
370,107
1000,298
674,221
932,252
442,132
347,110
932,218
783,238
208,84
914,255
59,30
18,8
783,212
32,12
672,208
