n,t
162,576
496,2711
10,17
607,2732
162,507
708,3494
496,2201
355,1757
618,3096
432,2378
1000,5057
546,2746
708,4231
124,483
185,853
237,983
282,1370
432,1829
432,2345
89,282
607,2932
708,3337
285,1039
634,2847
145,597
914,4036
145,565
124,544
285,1087
1000,4986
759,4045
607,3370
1000,6344
282,1409
510,1956
221,993
264,933
914,5296
1000,4611
432,2356
10,16
501,2361
330,1446
221,851
355,1288
899,3855
162,658
546,2373
759,4018
282,1053
10,16
89,284
355,1732
330,1478
89,285
376,1825
89,281
546,2660
759,3792
546,2827
478,1895
330,1542
10,14
124,506
389,1709
607,3325
264,1210
145,600
188,734
264,1234
145,502
239,1018
239,1099
478,1820
239,985
162,554
162,705
478,1939
282,997
