n,t
538,134541
399,78600
1000,484307
378,91036
34,1807
157,23374
377,94911
482,139807
511,126670
750,244604
538,141470
157,22873
378,69574
113,10124
538,126240
884,330297
750,211286
443,115137
420,84274
102,11339
420,90113
481,138028
79,6970
377,73911
101,9966
75,5638
750,254545
157,22118
884,381876
79,6452
113,9435
79,6223
481,150616
101,11348
75,6794
102,10571
778,287947
481,126760
10,208
574,190669
511,136600
75,5434
10,186
831,354823
904,328785
778,306237
117,13149
831,362998
75,5951
285,43620
482,119847
117,13379
79,5190
827,371241
327,74857
377,82445
884,337121
884,361305
101,10600
378,73494
481,125033
778,238183
294,53071
668,188188
827,349773
420,113483
189,31426
831,317660
285,62043
102,8629
378,98020
117,11876
10,229
831,356702
285,61438
113,12512
668,184900
327,62491
157,18041
827,337797
34,1298
117,13563
668,210308
470,135388
10,211
285,47844
327,77054
113,9911
