n,t
195,68407
229,101028
171,60612
657,797302
59,10742
59,9396
1000,1305271
400,273155
398,340870
229,104119
1000,1715399
398,322123
407,270079
630,659212
180,64452
473,345672
199,77561
196,71443
171,61839
398,311296
795,990044
657,798940
657,803656
229,88757
712,712766
10,309
1000,1392131
59,8511
795,1082730
25,1651
373,219548
308,157962
356,191255
707,711762
25,1604
373,213563
793,1084057
199,79205
334,234961
10,329
707,963418
473,394976
473,351584
229,116819
195,87761
334,199744
10,412
199,98156
630,709025
630,701109
10,378
487,380732
196,70082
795,1102561
180,81621
795,1122105
195,91486
199,85670
473,428176
400,339981
199,79994
398,337414
1000,1834785
25,2079
373,222394
487,489960
707,675089
548,489534
199,91803
19,1043
664,809766
409,337927
25,1929
400,238041
199,67330
171,71706
614,666562
59,10471
373,269643
196,79138
334,174269
171,53749
19,1139
