n,t
297,9067
1000,61265
503,16352
77,1494
503,16400
77,1446
103,1775
636,31728
351,10263
10,84
171,3832
409,12131
171,4668
741,31363
467,16524
723,30648
467,18889
946,49223
297,10019
946,45222
719,38932
662,32153
211,6508
258,8018
726,32080
334,9899
104,2340
258,8926
704,35496
704,26381
115,2601
297,9020
10,71
700,33426
700,38794
395,16296
104,2103
171,4519
409,15710
662,25825
1000,50536
726,33878
662,27800
392,14325
334,10925
726,27368
723,29302
282,9027
409,13617
320,11157
395,11452
723,39338
115,2028
636,23110
209,4888
258,6187
719,32691
467,16276
209,4522
351,12266
719,33315
392,15373
468,21087
171,4911
1000,47025
467,15741
77,1455
297,9618
468,17260
209,5626
192,5879
334,12789
282,9344
467,16023
700,32127
409,14361
192,4244
700,35286
211,4614
211,4782
334,11389
209,5469
723,31532
192,5560
392,11499
