n,t
310,211
209,147
449,239
458,297
399,275
950,594
458,313
432,248
618,448
188,103
120,82
749,437
557,360
209,142
449,297
950,652
1000,494
294,198
209,125
399,259
241,126
557,372
557,362
223,123
1000,510
527,375
292,168
188,122
310,161
458,258
840,411
223,119
292,196
172,85
578,304
310,149
172,101
399,260
209,138
313,175
388,265
638,343
172,109
310,183
223,156
743,524
367,212
449,252
840,468
313,210
120,56
10,7
840,489
209,101
179,100
578,364
179,92
557,303
313,220
399,254
292,177
449,231
367,187
749,509
761,445
458,306
388,218
294,156
761,384
322,172
120,79
313,223
