n,t
915,14118
151,1976
594,8030
103,1329
779,14163
456,7097
404,5912
416,6845
266,3458
46,441
423,6841
264,2938
49,412
416,6713
819,14888
919,14122
49,441
103,1070
46,488
457,7585
606,9109
919,14572
457,7120
915,13796
46,463
164,2359
321,5304
438,5363
266,3024
919,15371
266,3943
103,1142
457,7607
151,1552
594,8038
365,5075
919,14251
844,12492
164,2126
664,11644
915,14369
365,6098
166,2055
321,4886
779,11487
819,14126
457,6127
475,8433
926,14488
819,11706
926,16836
819,13097
779,13488
10,81
103,1094
438,5218
779,15033
321,3581
365,5579
49,470
75,667
19,135
46,498
75,846
594,11012
416,6736
475,7318
365,4629
264,3512
594,10231
515,9149
664,8536
1000,16310
915,17983
313,4308
321,5082
926,17597
515,8457
416,4954
423,5338
164,2352
75,924
